Feature,CSM5MCX3,HSM7J4HS,PSM7J1AU,HSM6XRTM,MSM6J2LL,MSM6J2Q3,CSM67UBH,ESM5MEBG
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Orbales;f_Orbaceae;g_Gilliamella;s_Unclassified Gilliamella,0,0,0,0,0,0,28,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillospiraceae bacterium HV4-5-C5C (no genus in NCBI);s_Oscillospiraceae bacterium HV4-5-C5C,0,19,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. AM29-11AC,0,0,0,0,0,0,122,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Anaeromassilibacillus;s_Anaeromassilibacillus sp. An250,4,212,0,56,0,2,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Solanales;f_Solanaceae;g_Solanum;s_Solanum tuberosum,0,0,0,12,132,0,0,0
k_Eukaryota;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Unclassified Saccharomyces,0,14,0,24,0,271,0,82
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia sp. AM23-20,18,0,0,0,0,0,0,0
k_Bacteria;p_Gemmatimonadetes;c_Unclassified Gemmatimonadetes;o_Unclassified Gemmatimonadetes;f_Unclassified Gemmatimonadetes;g_Unclassified Gemmatimonadetes;s_Unclassified Gemmatimonadetes,0,0,0,13,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Poales;f_Poaceae;g_Digitaria;s_Unclassified Digitaria,0,0,0,0,0,0,0,0
k_Viruses;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae;g_Microvirus;s_Unclassified Microvirus,0,0,0,38,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Paenibacillaceae;g_Paenibacillus;s_Unclassified Paenibacillus,6,0,0,0,0,0,0,24
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidales bacterium (no family in NCBI);g_Bacteroidales bacterium (no genus in NCBI);s_Bacteroidales bacterium,428,14,0,0,0,0,0,16061
k_Viruses;p_Kitrinoviricota;c_Alsuviricetes;o_Martellivirales;f_Endornaviridae;g_Alphaendornavirus;s_Cucumis melo alphaendornavirus,0,0,0,0,0,0,68,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium cuniculi,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Aeromonadales;f_Succinivibrionaceae;g_Succinivibrio;s_Succinivibrio sp.,2174,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter baumannii,0,0,0,772,0,28,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Dorea;s_Dorea formicigenerans,14074,3189,97,1188,2,0,0,6
k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio;s_Desulfovibrio sp. G11,0,0,0,0,0,0,0,0
k_Viruses;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Unclassified Picobirnaviridae;s_Unclassified Picobirnaviridae,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Acetatifactor;s_Acetatifactor muris,0,0,8,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Candidatus Stoquefichus;s_Candidatus Stoquefichus sp. SB1,155,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides sp. TM07-1AC,0,0,0,0,0,0,0,0
k_Viruses;p_Kitrinoviricota;c_Alsuviricetes;o_Martellivirales;f_Virgaviridae;g_Tobamovirus;s_Cucumber green mottle mosaic virus,0,0,0,0,0,0,1736567,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Negativibacillus;s_Negativibacillus massiliensis,0,0,0,0,0,0,0,0
k_Bacteria;p_Lentisphaerae;c_Lentisphaeria;o_Lentisphaeria bacterium (no order in NCBI);f_Lentisphaeria bacterium (no family in NCBI);g_Lentisphaeria bacterium (no genus in NCBI);s_Lentisphaeria bacterium,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Solanales;f_Solanaceae;g_Nicotiana;s_Unclassified Nicotiana,0,0,0,0,0,0,16,0
k_Bacteria;p_Chlamydiae;c_Chlamydiia;o_Chlamydiales;f_Chlamydiaceae;g_Unclassified Chlamydiaceae;s_Unclassified Chlamydiaceae,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp. 57_20,8,0,0,10,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides acidifaciens,222,140,184,1326,0,362,199,450
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Sapindales;f_Unclassified Sapindales;g_Unclassified Sapindales;s_Unclassified Sapindales,0,0,0,0,0,0,0,0
k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Eggerthella;s_Eggerthella sp. HGA1,2,18,0,2,38,18,0,0
k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrionaceae bacterium (no genus in NCBI);s_Desulfovibrionaceae bacterium,0,0,0,68,0,18,0,42
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnospira;s_Lachnospira eligens,2337,4482,0,43,0,2,0,18
k_Bacteria;p_Firmicutes;c_Tissierellia;o_Tissierellales;f_Peptoniphilaceae;g_Peptoniphilus;s_Unclassified Peptoniphilus,305,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Veillonellaceae;g_Veillonella;s_Veillonella seminalis,0,108,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Ericales;f_Actinidiaceae;g_Actinidia;s_Actinidia rufa,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. 2_1_22,0,0,0,0,0,2,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia faecicola,0,116,0,2,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Malpighiales;f_Salicaceae;g_Populus;s_Unclassified Populus,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Holdemania;s_Unclassified Holdemania,210,66,0,98,0,24,0,44
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. AF22-5LB,0,12,0,4,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Asterales;f_Asteraceae;g_Tanacetum;s_Tanacetum cinerariifolium,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes sp.,2323,6488,2,29,4,2457,6,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. AM22-16AC,6,11,0,25,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Oribacterium;s_Oribacterium sp. WCC10,0,24,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Tissierellia;o_Tissierellales;f_Peptoniphilaceae;g_Unclassified Peptoniphilaceae;s_Unclassified Peptoniphilaceae,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. AF19-34,0,318,0,34,0,0,0,0
k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Unclassified Fusobacteriaceae;s_Unclassified Fusobacteriaceae,0,0,0,0,0,0,0,0
k_Viruses;p_Kitrinoviricota;c_Tolucaviricetes;o_Tolivirales;f_Luteoviridae;g_Polerovirus;s_Cucurbit aphid-borne yellows virus,0,0,0,0,0,0,36,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnospiraceae bacterium AM48-27BH (no genus in NCBI);s_Lachnospiraceae bacterium AM48-27BH,14,10,0,146,0,0,0,0
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Veillonellaceae;g_Veillonella;s_Veillonella sp. T1-7,0,58,0,0,0,0,0,0
k_Bacteria;p_Parcubacteria group bacterium ADurb.Bin216 (no phylum in NCBI);c_Parcubacteria group bacterium ADurb.Bin216 (no class in NCBI);o_Parcubacteria group bacterium ADurb.Bin216 (no order in NCBI);f_Parcubacteria group bacterium ADurb.Bin216 (no family in NCBI);g_Parcubacteria group bacterium ADurb.Bin216 (no genus in NCBI);s_Parcubacteria group bacterium ADurb.Bin216,0,0,0,563,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella sp. A2879,0,0,0,0,0,0,66,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Cucurbitales;f_Cucurbitaceae;g_Unclassified Cucurbitaceae;s_Unclassified Cucurbitaceae,0,4,0,0,129,6,2953,0
k_Bacteria;p_Tenericutes;c_Mollicutes;o_Acholeplasmatales;f_Acholeplasmataceae;g_Unclassified Acholeplasmataceae;s_Unclassified Acholeplasmataceae,0,0,0,18,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Poales;f_Poaceae;g_Brachypodium;s_Unclassified Brachypodium,0,0,0,0,0,0,0,0
k_Bacteria;p_Lentisphaerae;c_Unclassified Lentisphaerae;o_Unclassified Lentisphaerae;f_Unclassified Lentisphaerae;g_Unclassified Lentisphaerae;s_Unclassified Lentisphaerae,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Gemmiger;s_Gemmiger formicilis,28,0,0,0,0,0,0,0
k_Eukaryota;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Unclassified Saccharomycetaceae;s_Unclassified Saccharomycetaceae,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Tissierellia;o_Tissierellales;f_Peptoniphilaceae;g_Anaerococcus;s_Unclassified Anaerococcus,0,0,0,14,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Paraprevotella;s_Paraprevotella xylaniphila,1626,0,0,0,8,810,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium sp. AF27-11BH,309,0,0,5190,0,4,0,898
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia coccoides,0,6,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes putredinis,3418,16856,14,28,12,5111,2,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales bacterium 45_37 (no family in NCBI);g_Clostridiales bacterium 45_37 (no genus in NCBI);s_Clostridiales bacterium 45_37,0,30,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Veillonellaceae;g_Veillonella;s_Veillonella sp. 3_1_44,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1884,37681,4546,49959,16,472,89,45961
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Unclassified Erysipelotrichales;g_Unclassified Erysipelotrichales;s_Unclassified Erysipelotrichales,0,0,0,0,0,0,0,2
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Unclassified Oscillospiraceae;s_Unclassified Oscillospiraceae,833,1238,119,2229,2206,2710,13,1531
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. 3_1_23,4,0,6,0,0,0,0,3
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides sp. N37,0,0,0,84,0,0,0,0
k_Bacteria;p_Unclassified Bacteria;c_Unclassified Bacteria;o_Unclassified Bacteria;f_Unclassified Bacteria;g_Unclassified Bacteria;s_Unclassified Bacteria,12705,9975,1830,15755,753,18991,2747,498343
k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Azospirillum;s_Azospirillum sp. 51_20,100,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Haemophilus;s_Unclassified Haemophilus,561,64,52,773,0,0,0,56
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Tyzzerella;s_Tyzzerella sp.,30,0,0,14,0,0,0,30
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Neglecta;s_Neglecta timonensis,0,0,0,0,0,20,0,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Alcaligenaceae;g_Unclassified Alcaligenaceae;s_Unclassified Alcaligenaceae,0,0,0,0,0,0,133,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium sp. AM43-5AT,16,0,4,58,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus sp. HPP0074,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Sutterellaceae;g_Unclassified Sutterellaceae;s_Unclassified Sutterellaceae,1008,24588,4901,15404,2,231,6438,3258
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Sutterellaceae;g_Mesosutterella;s_Unclassified Mesosutterella,0,0,0,0,0,2,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnospiraceae bacterium 6_1_63FAA (no genus in NCBI);s_Lachnospiraceae bacterium 6_1_63FAA,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp. TF08-4,0,0,0,30,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella buccae,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridiaceae bacterium (no genus in NCBI);s_Clostridiaceae bacterium,109,4,1,30,2,20,0,30
k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Halodesulfovibrio;s_Unclassified Halodesulfovibrio,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae;g_Xenorhabdus;s_Unclassified Xenorhabdus,0,16,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,6276,440,1115,337,172405,3570,1377,7873
k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Gordonibacter;s_Unclassified Gordonibacter,0,4,2,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Unclassified Clostridium,29103,156594,23647,125304,900,2746,5099,20944
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. AM34-11AC,83,359,24,3172,0,0,0,164
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Unclassified Methylococcales;g_Unclassified Methylococcales;s_Unclassified Methylococcales,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Candidatus Stoquefichus;s_Unclassified Candidatus Stoquefichus,38,0,0,0,0,30,0,10
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp. KLE 1728,14,714,20,4250,81,627,0,2
k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Capnocytophaga;s_Unclassified Capnocytophaga,0,0,0,9,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Butyricicoccus;s_Butyricicoccus sp. AF10-3,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Poales;f_Poaceae;g_Avena;s_Avena sativa,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. D22,0,10,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia stercoris,0,0,0,10,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lawsonibacter (no family in NCBI);g_Lawsonibacter;s_Lawsonibacter asaccharolyticus,33,540,94,1263,0,33,0,6
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Veillonellaceae;g_Dialister;s_Dialister pneumosintes,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Unclassified Gammaproteobacteria;f_Unclassified Gammaproteobacteria;g_Unclassified Gammaproteobacteria;s_Unclassified Gammaproteobacteria,710,270,267,10500,0,47,116,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes senegalensis,32,4,0,98,0,32,0,0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Unclassified Actinomycetales;g_Unclassified Actinomycetales;s_Unclassified Actinomycetales,0,484,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Unclassified Oxalobacteraceae;s_Unclassified Oxalobacteraceae,0,0,0,0,0,0,12,0
k_Eukaryota;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Kluyveromyces;s_Unclassified Kluyveromyces,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas;s_Unclassified Aeromonas,0,0,0,0,0,0,18,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Flavonifractor;s_Unclassified Flavonifractor,116,268,115,962,22450,7744,4647,10103
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ilei,0,0,0,0,0,0,0,0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium longum,0,2366,20,3222,45,4,6,888
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Merdimonas;s_Merdimonas faecis,0,0,0,0,6,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Anaeromassilibacillus;s_Unclassified Anaeromassilibacillus,18,26,0,6,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides bouchesdurhonensis,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Harryflintia;s_Harryflintia acetispora,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Candidatus Flemingibacterium (no order in NCBI);f_Candidatus Flemingibacterium (no family in NCBI);g_Candidatus Flemingibacterium;s_Unclassified Candidatus Flemingibacterium,0,0,0,0,0,0,0,0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Streptosporangiales;f_Unclassified Streptosporangiales;g_Unclassified Streptosporangiales;s_Unclassified Streptosporangiales,0,0,0,0,0,0,12,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroidaceae bacterium (no genus in NCBI);s_Bacteroidaceae bacterium,5756,1150,184,1631,0,160,378,674
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. D1,0,0,0,0,0,0,4,56
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. AM23-12,6,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Rosales;f_Rosaceae;g_Pyrus;s_Unclassified Pyrus,0,0,0,0,0,4,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Unclassified Barnesiellaceae;s_Unclassified Barnesiellaceae,523,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. OF03-18AA,46,28,6,50,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnospira;s_Lachnospira multipara,2,15,0,0,0,0,0,0
k_Bacteria;p_Verrucomicrobia;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Akkermansiaceae;g_Akkermansia;s_Akkermansia muciniphila,0,0,0,0,8,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia inulinivorans,5597,212,1212,4579,1558,2868,62,114
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Schaedlerella;s_Unclassified Schaedlerella,0,0,0,0,80,0,0,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Sutterellaceae;g_Parasutterella;s_Parasutterella excrementihominis,625,14212,2825,7043,4,2,0,3285
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Rosales;f_Rosaceae;g_Fragaria;s_Unclassified Fragaria,8,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_Gallionellaceae;g_Unclassified Gallionellaceae;s_Unclassified Gallionellaceae,0,0,0,0,0,0,8,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. AR29,0,0,0,12,0,0,0,0
k_Eukaryota;p_Chordata;c_Unclassified Chordata;o_Unclassified Chordata;f_Unclassified Chordata;g_Unclassified Chordata;s_Unclassified Chordata,0,0,0,0,6829,14,14,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes ihumii,6,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Candidatus Galacturonibacter;s_Unclassified Candidatus Galacturonibacter,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,2959,6400,1847,9607,37,8340,13186,18492
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caccae,16855,1351,8030,94016,34,35410,885,5106
k_Bacteria;p_Firmicutes;c_Clostridia;o_Candidatus Allobutyricicoccus (no order in NCBI);f_Candidatus Allobutyricicoccus (no family in NCBI);g_Candidatus Allobutyricicoccus;s_Candidatus Allobutyricicoccus pentlandensis,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Hungatella;s_Unclassified Hungatella,54,108,140,156,2112,203,964,467
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Unclassified Tannerellaceae;s_Unclassified Tannerellaceae,414,237,184,775,2,36,6693,85
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnospiraceae bacterium NSJ-12 (no genus in NCBI);s_Lachnospiraceae bacterium NSJ-12,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Lachnoclostridium sp. An14,0,0,126,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,3533,1354,29657,30028,418,32629,139762,80717
k_Bacteria;p_Fibrobacteres;c_Fibrobacteria;o_Fibrobacterales;f_Unclassified Fibrobacterales;g_Unclassified Fibrobacterales;s_Unclassified Fibrobacterales,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Unclassified Chitinophagales;g_Unclassified Chitinophagales;s_Unclassified Chitinophagales,0,0,0,0,0,8,0,0
k_Bacteria;p_Firmicutes;c_Firmicutes bacterium OM07-11 (no class in NCBI);o_Firmicutes bacterium OM07-11 (no order in NCBI);f_Firmicutes bacterium OM07-11 (no family in NCBI);g_Firmicutes bacterium OM07-11 (no genus in NCBI);s_Firmicutes bacterium OM07-11,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Asparagales;f_Unclassified Asparagales;g_Unclassified Asparagales;s_Unclassified Asparagales,0,0,0,0,0,0,0,0
